# L	D_L^MCN1
8.7200e+02	-3.6091e-11
8.7300e+02	-4.3989e-08
8.7400e+02	3.5097e-08
8.7500e+02	-1.0060e-08
8.7600e+02	7.0740e-08
8.7700e+02	4.9130e-08
8.7800e+02	1.9039e-08
8.7900e+02	-2.0195e-08
8.8000e+02	3.5607e-09
8.8100e+02	-3.6298e-08
8.8200e+02	-6.0010e-08
8.8300e+02	4.1470e-08
8.8400e+02	6.2586e-08
8.8500e+02	4.4907e-08
8.8600e+02	-1.6886e-08
8.8700e+02	6.9685e-08
8.8800e+02	4.8284e-08
8.8900e+02	5.2074e-08
8.9000e+02	-2.2254e-08
8.9100e+02	-1.8082e-08
8.9200e+02	8.7001e-08
8.9300e+02	6.5312e-08
8.9400e+02	7.5602e-08
8.9500e+02	2.2767e-08
8.9600e+02	6.2459e-08
8.9700e+02	-2.4413e-08
8.9800e+02	5.8100e-08
8.9900e+02	3.3411e-08
9.0000e+02	4.3474e-08
9.0100e+02	-4.3472e-08
9.0200e+02	5.3914e-08
9.0300e+02	4.4421e-08
9.0400e+02	1.1007e-08
9.0500e+02	8.2574e-08
9.0600e+02	-1.3274e-08
9.0700e+02	9.7506e-09
9.0800e+02	5.6604e-09
9.0900e+02	5.3172e-08
9.1000e+02	4.1650e-08
9.1100e+02	5.8837e-09
9.1200e+02	4.7419e-08
9.1300e+02	4.9517e-08
9.1400e+02	-1.0819e-07
9.1500e+02	5.0102e-08
9.1600e+02	8.8717e-09
9.1700e+02	-2.1102e-08
9.1800e+02	-2.0541e-08
9.1900e+02	-4.8126e-08
9.2000e+02	-1.1432e-08
9.2100e+02	8.7794e-08
9.2200e+02	4.1886e-08
9.2300e+02	2.6136e-08
9.2400e+02	-3.9607e-08
9.2500e+02	8.6250e-08
9.2600e+02	5.5077e-08
9.2700e+02	5.2420e-09
9.2800e+02	-5.5350e-09
9.2900e+02	3.5501e-08
9.3000e+02	-5.0842e-08
9.3100e+02	-3.5088e-09
9.3200e+02	-3.1409e-08
9.3300e+02	5.6058e-09
9.3400e+02	-2.6890e-08
9.3500e+02	-5.0369e-08
9.3600e+02	-7.3965e-08
9.3700e+02	4.2312e-08
9.3800e+02	1.4021e-08
9.3900e+02	2.0014e-08
9.4000e+02	-2.6756e-08
9.4100e+02	3.6781e-10
9.4200e+02	9.8035e-08
9.4300e+02	-4.1527e-08
9.4400e+02	2.5605e-08
9.4500e+02	7.4526e-08
9.4600e+02	-1.4616e-07
9.4700e+02	3.5194e-08
9.4800e+02	5.5725e-08
9.4900e+02	4.3698e-08
9.5000e+02	-1.1026e-07
9.5100e+02	-1.6502e-08
9.5200e+02	3.1171e-08
9.5300e+02	-9.0662e-08
9.5400e+02	-1.2628e-07
9.5500e+02	5.8484e-08
9.5600e+02	1.8588e-07
9.5700e+02	-9.6079e-09
9.5800e+02	8.2917e-08
9.5900e+02	-7.0180e-08
9.6000e+02	1.4578e-07
9.6100e+02	8.2028e-08
9.6200e+02	-1.0629e-07
9.6300e+02	-1.1399e-07
9.6400e+02	1.2783e-07
9.6500e+02	-7.9143e-08
9.6600e+02	-1.9591e-08
9.6700e+02	1.6023e-07
9.6800e+02	-7.0347e-08
9.6900e+02	4.3980e-08
9.7000e+02	7.1602e-08
9.7100e+02	-7.5729e-08
9.7200e+02	9.4277e-08
9.7300e+02	7.5571e-08
9.7400e+02	-1.2271e-07
9.7500e+02	-2.1484e-08
9.7600e+02	-1.9973e-07
9.7700e+02	1.5193e-08
9.7800e+02	1.8769e-07
9.7900e+02	-2.0768e-07
9.8000e+02	9.9562e-08
9.8100e+02	-1.6425e-07
9.8200e+02	-2.5650e-07
9.8300e+02	-2.8639e-08
9.8400e+02	1.7641e-07
9.8500e+02	-1.2546e-07
9.8600e+02	-6.6014e-08
9.8700e+02	-8.4687e-08
9.8800e+02	2.0098e-07
9.8900e+02	2.1203e-07
9.9000e+02	7.3263e-08
9.9100e+02	-2.3124e-07
9.9200e+02	-1.2764e-07
9.9300e+02	1.9104e-07
9.9400e+02	2.7422e-08
9.9500e+02	3.6742e-08
9.9600e+02	4.1318e-09
9.9700e+02	3.9932e-09
9.9800e+02	1.9904e-07
9.9900e+02	1.9032e-07
1.0000e+03	-5.3366e-08
1.0010e+03	-1.9404e-07
1.0020e+03	1.1339e-07
1.0030e+03	-9.7314e-08
1.0040e+03	-2.7249e-07
1.0050e+03	-4.3157e-08
1.0060e+03	4.9658e-09
1.0070e+03	-1.3594e-08
1.0080e+03	-9.0769e-08
1.0090e+03	-4.9586e-07
1.0100e+03	2.4631e-08
1.0110e+03	8.2455e-08
1.0120e+03	-2.5646e-08
1.0130e+03	-3.8559e-07
1.0140e+03	-4.8125e-07
1.0150e+03	9.5193e-08
1.0160e+03	1.6516e-07
1.0170e+03	-3.0235e-08
1.0180e+03	-1.6559e-07
1.0190e+03	-1.8057e-07
1.0200e+03	-1.4214e-07
1.0210e+03	3.8528e-08
1.0220e+03	-1.7304e-07
1.0230e+03	-1.5248e-08
1.0240e+03	-2.6057e-07
