# pp n0_nofg n0_fg
7.604115178416966604e-18 8.903151398913878327e-17 1.235297048216910692e-16
7.501273875563349672e-18 8.895402933167112215e-17 1.245392986737456494e-16
7.400020237367616381e-18 9.216375071897123640e-17 1.252456642714272772e-16
7.300380805383682214e-18 9.051116894662601091e-17 1.248034932413079891e-16
7.202326963293667011e-18 9.037311865602412967e-17 1.236286268612479850e-16
7.105777710455141654e-18 9.027842732968014496e-17 1.267620579745262980e-16
7.010733360971203951e-18 8.777161001356247917e-17 1.223420366657761513e-16
6.917193669202454856e-18 8.731731311904724083e-17 1.223869102044085699e-16
6.825080812340986960e-18 9.080314049954675294e-17 1.248517548119034407e-16
6.734395815186416496e-18 8.748402660811041739e-17 1.225901935094798853e-16
6.645139150226193016e-18 8.796823313666232265e-17 1.233382520444298863e-16
6.557236013322833980e-18 8.762098720696616750e-17 1.207756758245115283e-16
6.470688074098429224e-18 8.997602979500573951e-17 1.229142511113176693e-16
6.385472036353343096e-18 8.774514275940498496e-17 1.193694640438583076e-16
6.301565050270244180e-18 8.677640958591197920e-17 1.216052306431098934e-16
6.218944702918912452e-18 8.590262316948180465e-17 1.186969101904583617e-16
6.137589008983826445e-18 8.720329999464043161e-17 1.199708259482343796e-16
6.057452932032948647e-18 8.534826484708568678e-17 1.195573331670156697e-16
5.978539246019075752e-18 8.573765150226984637e-17 1.208700315028263940e-16
5.900827186499214331e-18 8.748849167398732607e-17 1.220556774191837094e-16
5.824296381837011172e-18 8.472707325796803514e-17 1.189275006994628470e-16
5.748904281122419437e-18 8.602978727528124026e-17 1.185697841847629498e-16
5.674654276820577370e-18 8.320318619419544391e-17 1.175688986508710548e-16
5.601527119009851600e-18 8.572362375142082864e-17 1.194532438223612555e-16
5.529482005879062212e-18 8.495461371440712595e-17 1.196493000980004215e-16
5.458522738644327957e-18 8.624525518140899306e-17 1.181338616084856639e-16
5.388631120688531942e-18 8.511716408740450737e-17 1.179971107267990456e-16
5.319768009165080193e-18 8.494158798455327839e-17 1.181207469937321186e-16
5.251937572710447420e-18 8.474146327291280543e-17 1.183711645732671980e-16
5.185101724640197824e-18 8.560472939416166517e-17 1.202175195046602717e-16
5.119264854825661379e-18 8.497135217651289945e-17 1.171434301882335421e-16
5.054410380077755886e-18 8.627300288621140592e-17 1.202906112376948710e-16
4.990501734548049177e-18 8.327706601287640405e-17 1.178228892781148222e-16
4.927523517704876242e-18 8.312849098172875121e-17 1.184771594247443588e-16
4.865480515308762147e-18 8.494686755051484544e-17 1.178459630761592243e-16
4.804337599234643667e-18 8.324287405575930479e-17 1.162386847547355829e-16
4.744099731608691544e-18 8.184310613835070168e-17 1.166527715080623125e-16
4.684732705141275171e-18 8.163350017331857660e-17 1.166546991123147659e-16
4.626241644970254155e-18 8.358517051000033817e-17 1.170507442268812705e-16
4.568593234105520034e-18 8.160566773110817892e-17 1.149158895735183035e-16
4.511773936003424603e-18 8.261936910329028625e-17 1.143814098533247888e-16
4.455789093772531926e-18 8.017437527941699072e-17 1.146790497461452709e-16
4.400606668190571698e-18 8.039241198926220812e-17 1.116452729961398304e-16
4.346213842071099233e-18 8.031600892215049762e-17 1.120723590403056046e-16
4.292598026522840227e-18 8.129340145458334942e-17 1.146328582185284870e-16
4.239764813549320496e-18 8.211824250270499135e-17 1.129472671875721219e-16
4.187683770040030908e-18 8.200969494018492371e-17 1.120601261012934011e-16
4.136360599730517964e-18 8.184029589924058934e-17 1.142765883459884156e-16
4.085748169408441977e-18 8.107104645422633894e-17 1.125026088817961526e-16
4.035870071181804756e-18 8.268270012492456909e-17 1.148682512653364176e-16
3.986680226337533737e-18 8.013314472838383391e-17 1.111306921079210351e-16
3.938201989863665220e-18 8.027440901039291775e-17 1.126476319428201457e-16
3.890407147215436574e-18 7.909411649186502989e-17 1.102918064667376194e-16
3.843301670285243171e-18 8.104837967982503810e-17 1.180447144927416123e-16
3.796841504202354730e-18 7.903735926446455666e-17 1.109348255911849388e-16
3.751033143836192395e-18 7.770480658916431980e-17 1.105193609033198634e-16
3.705882664629640011e-18 7.701843547296305007e-17 1.068446117327601545e-16
3.661347450542460149e-18 7.745926257928285315e-17 1.071477675750234536e-16
3.617434073839426905e-18 7.842544933692622528e-17 1.110302126954185590e-16
3.574148697117095867e-18 7.747393892390284380e-17 1.100821187797559508e-16
3.531450082639983549e-18 7.799843644437045421e-17 1.103794420861084304e-16
3.489344865189292681e-18 7.629743772732813774e-17 1.061441988047602770e-16
3.447839279479038657e-18 7.513426373404894561e-17 1.081972942752437013e-16
3.406893408645132069e-18 7.730574852776850954e-17 1.070172388212095526e-16
3.366513936367953201e-18 7.621988686063558708e-17 1.059430938373200854e-16
3.326692168977730879e-18 7.652497454185483039e-17 1.088494435410012603e-16
3.287419561147652547e-18 7.569275906743279607e-17 1.069750753704083947e-16
3.248687713087778937e-18 7.624308120933992208e-17 1.064741723384277854e-16
3.210473772014740596e-18 7.592567097465012110e-17 1.052776915329015970e-16
3.172798940065703282e-18 7.420376785503267055e-17 1.034530107526037710e-16
3.135626170934103878e-18 7.516910760212573278e-17 1.045590645813729650e-16
3.098962211738228275e-18 7.543627094507483226e-17 1.056694527019541596e-16
3.062799346242815358e-18 7.335686389046052545e-17 1.024266045753038163e-16
3.027116016044472995e-18 7.623907127608977674e-17 1.058179760012448485e-16
2.991932827341892258e-18 7.476933687604903827e-17 1.062564604347878704e-16
2.957214620399890071e-18 7.399793751948131055e-17 1.070357220714531655e-16
2.922968152716027523e-18 7.457498470174781324e-17 1.022339219338460486e-16
2.889186330281376090e-18 7.445813543976341347e-17 1.040034961883865494e-16
2.855848796051039877e-18 7.298633925508232974e-17 1.030284965150883693e-16
2.822962300750863149e-18 7.316616036521011025e-17 1.011604513079345672e-16
2.790520095340844003e-18 7.202413573374058542e-17 1.009163018624896361e-16
2.758515542794556773e-18 7.335045878494328648e-17 1.034527703718736445e-16
2.726929184851712677e-18 7.219213588459707039e-17 1.001583563921864808e-16
2.695767752741008809e-18 7.330006372710700139e-17 1.019984284487104706e-16
2.665012216642045823e-18 7.411913909908160428e-17 1.009354911176245106e-16
2.634669291739330685e-18 7.245689682475974368e-17 1.013561017395884225e-16
2.604732864273662240e-18 7.268916604567332188e-17 1.023223847955408919e-16
2.575196920870280013e-18 7.030406898606995199e-17 9.748965486064537473e-17
2.546043255954932483e-18 6.924016568105263414e-17 9.585100807964540163e-17
2.517266360040165177e-18 7.000346198670787756e-17 9.456223560329537379e-17
2.488884984481784717e-18 7.045545031124334043e-17 9.907985082740441693e-17
2.460857234823496981e-18 6.999304640186973704e-17 9.734845744082061715e-17
2.433213825126361067e-18 7.277640328158503468e-17 1.003921372947637963e-16
2.405925427894763218e-18 6.908511165729338150e-17 9.794488982541523531e-17
2.378986970176727912e-18 6.955273949737460278e-17 9.705328453757036054e-17
2.352405052727014320e-18 7.238454008739033235e-17 1.013175218572954370e-16
2.326174475973602668e-18 6.993647271086456863e-17 9.660274081900765028e-17
2.300278721588624428e-18 7.062722905938316799e-17 9.660786098962892364e-17
2.274713037253023452e-18 7.048236413507447042e-17 9.847911233838968956e-17
2.249483962112573770e-18 7.001705259812954127e-17 9.797360644170028393e-17
2.224575493076813129e-18 6.822304773532961608e-17 9.754886574706390862e-17
2.199994135944321686e-18 6.829628265489127261e-17 9.607229827254084642e-17
2.175735164356870584e-18 6.723787798270810139e-17 9.156590632466448849e-17
2.151772217687389161e-18 6.940666447120004598e-17 9.549163302521326302e-17
2.128133548030278931e-18 6.882021797330148068e-17 9.391293355119143083e-17
2.104782345735538885e-18 6.646740883157628761e-17 9.390114609586576005e-17
2.081735880281682103e-18 6.774739553640048466e-17 9.445425952259547722e-17
2.058979273941327682e-18 6.792639775069323777e-17 9.359644195450977832e-17
2.036518903106747104e-18 6.732050842148315013e-17 9.397937626518795337e-17
2.014340192977788561e-18 6.914422901686995878e-17 9.699471161876465508e-17
1.992439223841744461e-18 6.666394688236505128e-17 9.258178149749161691e-17
1.970822311353466489e-18 6.529484311768078841e-17 9.283095131988476658e-17
1.949475319030183374e-18 6.661262109617886140e-17 9.049470061827398349e-17
1.928394508586673982e-18 6.635524450288740674e-17 9.002381072138444107e-17
1.907586132710464959e-18 6.647070626725976572e-17 9.498322853090807335e-17
1.887036476270087475e-18 6.412774454524437333e-17 8.832754572094080299e-17
1.866741973170451345e-18 6.581406512524861567e-17 9.003956550711660422e-17
1.846708811178844410e-18 6.567772186073271617e-17 9.290541872392038322e-17
1.826914057662637957e-18 6.637861348146692493e-17 9.253039803784771865e-17
1.807373631125353243e-18 6.487433042997016865e-17 9.032594179779196106e-17
1.788083953522087951e-18 6.697389228266479829e-17 9.279753208720686208e-17
1.769022707070597885e-18 6.538569068648961251e-17 8.888441976022728795e-17
1.750205513141899356e-18 6.391448039144200758e-17 8.970772225610472899e-17
1.731610450547824184e-18 6.343520621454994843e-17 8.518680190353948995e-17
1.713252944140833827e-18 6.274427851562340127e-17 8.703331400446853323e-17
1.695129675482124142e-18 6.393642676727727121e-17 8.785941123713698872e-17
1.677219303381127054e-18 6.361295446474962746e-17 8.572408758255822004e-17
1.659527997736460810e-18 6.502030415527075877e-17 8.759844938095126938e-17
1.642061692125141401e-18 6.526757853453359229e-17 8.838414972871643981e-17
1.624808432316627872e-18 6.479659040702076923e-17 9.226296203501508866e-17
1.607765344719154283e-18 6.407116263278329762e-17 8.831655819834535520e-17
1.590929598764771530e-18 6.513566295296143098e-17 8.944523635000765520e-17
1.574298406195714228e-18 6.423805143530252971e-17 8.977678526162659532e-17
1.557869020363805364e-18 6.169694600414572226e-17 8.638953369948776426e-17
1.541647230543281751e-18 6.307921004111405059e-17 8.514665095258576885e-17
1.525613316405869652e-18 6.412153355131887497e-17 8.756109789055528336e-17
1.509781578444506976e-18 6.343398673110263668e-17 8.635490576764996870e-17
1.494132634221218402e-18 6.198873587321920402e-17 8.432507813727948804e-17
1.478680604494776512e-18 6.401899094657854381e-17 8.481971435925002756e-17
1.463414614119645243e-18 6.294554035387099085e-17 8.549857185967144130e-17
1.448324075854374863e-18 6.457627542337748050e-17 8.864687229264018701e-17
1.433422845247790695e-18 6.200569380891992941e-17 8.766026743550551035e-17
1.418700345477935664e-18 6.350759677404771656e-17 8.537725737363350035e-17
1.404146278804673031e-18 6.277734951188182836e-17 8.320068120337005142e-17
1.389774240779911382e-18 6.294120501440885077e-17 8.641077282746787574e-17
1.375573942344573291e-18 6.190884838925648604e-17 8.249648835218752871e-17
1.361535365029035339e-18 6.253493641688869020e-17 8.339452699206282533e-17
1.347671849530196461e-18 6.479632984199585234e-17 8.571750031527894443e-17
1.333965743577581339e-18 6.279171526612257651e-17 8.124746241223106669e-17
1.320430220787078973e-18 6.162151483665059879e-17 8.139327480038118034e-17
1.307047921686339888e-18 6.240203466435979262e-17 8.528026479773863157e-17
1.293824383024477098e-18 6.311047749221003977e-17 8.646472526831161471e-17
1.280764947913885343e-18 6.270686816040147341e-17 8.489651503285067801e-17
1.267852684394404931e-18 6.086544594236163642e-17 8.458907677045256349e-17
1.255093050287287823e-18 6.087480224452249180e-17 8.197408727860683525e-17
1.242484060422064411e-18 6.171588063633064062e-17 8.137236707831130596e-17
1.230016557362456213e-18 6.230678141191285867e-17 8.187410607495864290e-17
1.217703067015355492e-18 6.253681450597489236e-17 8.252504498679385136e-17
1.205527338674120869e-18 6.166759883025317432e-17 8.075721714568123891e-17
1.193494698117701702e-18 6.083322159489014185e-17 7.941254353280935188e-17
1.181610289797058666e-18 5.989973238113566737e-17 7.891270562815909490e-17
1.169851313803194763e-18 6.167061086266655932e-17 8.205930394860679999e-17
1.158236952322314210e-18 6.134915625169122413e-17 7.926129364862944481e-17
1.146758442355142958e-18 6.279788612574627556e-17 8.096556022997490438e-17
1.135407246737536561e-18 6.010777773691881540e-17 8.046928828961681554e-17
1.124188535176834050e-18 6.194744537600954454e-17 8.338931685813543318e-17
1.113100610340299045e-18 6.334639822856292090e-17 8.249355443565738743e-17
1.102135152695606849e-18 6.293941413157538505e-17 7.934652671182881225e-17
1.091297254236910019e-18 6.241863666395835732e-17 8.424087098098108141e-17
1.080585287274598877e-18 6.163063952416701349e-17 8.182448033808309025e-17
1.069997647045944517e-18 6.196752343426493208e-17 8.085574175956454056e-17
1.059532751358497849e-18 6.141698990957874869e-17 7.785533754967827967e-17
1.049182628436173312e-18 6.372816277433145827e-17 8.197572964848790218e-17
1.038952243255916635e-18 6.388753487348161426e-17 8.026046004055450107e-17
1.028840078041086822e-18 6.003150952848603906e-17 7.823806394013781902e-17
1.018838360127471374e-18 6.173390203265703873e-17 8.047952250992522890e-17
1.008951978826470943e-18 6.065566109273425611e-17 7.970096741033061646e-17
9.991794778699883822e-19 6.334444725160459758e-17 8.261173027715142326e-17
9.895194212616399820e-19 6.413710932789822048e-17 8.164745003460275112e-17
9.799642922482534263e-19 6.443932187320487720e-17 8.158332506976535888e-17
9.705188809394315814e-19 6.017046762700511595e-17 7.752188496200066266e-17
9.611818091779823681e-19 6.105993117814166199e-17 7.974205597124869190e-17
9.519457446995780215e-19 6.073398775738997960e-17 7.977776765204558759e-17
9.428154039232227337e-19 6.287638704606556743e-17 7.790319789815181507e-17
9.337835739450885120e-19 6.212993383318847422e-17 8.142437532572421853e-17
9.248607711482069323e-19 6.212152046793934341e-17 7.921379084472440310e-17
9.160339691380008390e-19 6.531400761969185703e-17 8.021908840049108748e-17
9.073020198857148649e-19 6.141229686745225438e-17 7.528737282370544017e-17
8.986695186275675982e-19 6.142111382991617452e-17 7.733860778706827779e-17
8.901352288187963013e-19 5.997900697202688058e-17 7.427307348013858345e-17
8.816979308330722924e-19 6.212870937454224766e-17 7.628890565288277235e-17
8.733508116530697515e-19 5.970974793241093403e-17 7.642761085237688198e-17
8.650928005981008317e-19 6.043365419512668319e-17 7.757060513693385156e-17
8.569339074411251758e-19 6.002713470037896472e-17 7.819655038390877234e-17
8.488563763346708782e-19 6.157656116463023421e-17 7.573093337031938949e-17
8.408756659792115187e-19 6.271333395675082034e-17 7.999232886734899479e-17
8.329796977715410014e-19 6.017736939087759228e-17 7.898548509683837270e-17
8.251728559323865335e-19 5.815279069379523694e-17 7.498738614615270021e-17
8.174486979953893174e-19 6.222219082738112221e-17 7.652545866637729256e-17
8.098115621244296550e-19 6.123903147515637097e-17 7.825278860472105130e-17
8.022551067523547791e-19 6.248183258704449938e-17 7.538194423397400394e-17
7.947836244229002938e-19 6.262531781592939919e-17 7.927215330880882971e-17
7.873908724224317274e-19 6.038432159899981059e-17 7.857635372761987082e-17
7.800810981121113658e-19 6.173760447135902017e-17 7.990226692680554361e-17
7.728532885215965455e-19 5.960206083487215036e-17 7.430031686350157480e-17
7.657013459337771679e-19 6.322783530619240545e-17 7.840126137515602104e-17
7.586294511924497152e-19 5.945809874980854688e-17 7.311794438589193145e-17
7.516316005276664506e-19 5.708592272136886657e-17 7.242340012388850296e-17
7.447119306846925631e-19 6.064033486639862715e-17 7.659387329625808702e-17
7.378645299672693836e-19 5.751017285927162731e-17 7.232990250626377914e-17
7.310885616658890843e-19 5.900766367295874499e-17 7.647800380038451079e-17
7.243929937146743957e-19 5.757430150491200148e-17 7.213688331788695002e-17
7.177622222548857458e-19 5.813740619767426959e-17 7.405006641730704731e-17
7.112100371075643384e-19 5.632198948152748857e-17 7.020358291012990156e-17
7.047210523745085553e-19 5.875479479413143069e-17 7.347021599388024563e-17
6.983041178448608388e-19 5.702334647675339730e-17 7.181876948352453269e-17
6.919583662350232572e-19 5.855884223946174560e-17 7.460963992408462082e-17
6.856782363099182098e-19 5.582388634296261403e-17 7.165350604805171971e-17
6.794629765111565444e-19 5.870383281566281207e-17 7.109880985719194720e-17
6.733164884819702347e-19 5.637048529260521472e-17 6.649272471226617639e-17
6.672379481799798532e-19 5.759637016413336010e-17 7.157098290831058892e-17
6.612219594935389820e-19 5.876365379233472602e-17 7.121346181339396468e-17
6.552678098455161886e-19 5.716150282033850558e-17 6.916304831277969024e-17
6.493793188025186673e-19 5.572467129621907034e-17 6.816914976948411899e-17
6.435512095692983840e-19 5.529015856478589029e-17 6.709676065819360258e-17
6.377827969927020377e-19 5.689420329007819764e-17 6.934999734334993244e-17
6.320778398542356239e-19 5.883754455467494990e-17 7.126797150770010612e-17
6.264311772733191056e-19 5.492887273076744590e-17 6.888021676789885210e-17
6.208465282891768596e-19 5.411542622232681114e-17 6.575511274313097392e-17
6.153188076979004079e-19 5.395988035894588929e-17 6.853411139808647353e-17
6.098473737396409232e-19 5.302171650046428857e-17 6.954482932140669833e-17
6.044358862939882565e-19 5.477871087398761667e-17 6.760054712423361825e-17
5.990793706552426477e-19 5.551087777365537078e-17 6.663548261222159861e-17
5.937814480251516614e-19 5.739817851144919039e-17 6.821754952055548627e-17
5.885372158576020764e-19 5.397991904541724180e-17 6.816717447284078836e-17
5.833460727924666559e-19 5.343331778634715368e-17 6.613217404280553756e-17
5.782074249504714459e-19 5.261936144369202238e-17 6.593550701159986973e-17
5.731248167868432790e-19 5.347725218070832421e-17 6.676699502562385087e-17
5.680934854118398537e-19 5.554236163403034967e-17 6.379065747084113925e-17
5.631128594054887886e-19 5.341714103537214612e-17 6.584938872073853517e-17
5.581864269404246526e-19 5.196545250866990399e-17 6.597215865813020409e-17
5.533095266551723761e-19 5.232516019165126761e-17 6.398062137022600644e-17
5.484816086605981537e-19 5.171606868527543377e-17 6.696523290757608206e-17
5.437061057850031449e-19 5.372738740153166582e-17 6.603194713135497429e-17
5.389745045888615762e-19 5.168116938175310676e-17 6.299215051423222796e-17
5.342942023890433151e-19 5.176246629647657386e-17 6.625839880667822204e-17
5.296646016565395185e-19 5.221029961223791517e-17 6.076893393420925841e-17
5.250773591904965425e-19 5.187578214758340353e-17 6.478227646600912137e-17
5.205397431405575393e-19 5.050046720053292201e-17 6.383117685742317221e-17
5.160473491280348940e-19 5.074934968425776816e-17 6.150358990532683847e-17
5.115996800777649906e-19 5.071224797698113906e-17 6.377353412686957429e-17
5.072000253651975253e-19 5.323333137859158353e-17 6.439645739366617767e-17
5.028403155774924698e-19 5.101674756743830264e-17 6.358677912648222967e-17
4.985276091324384291e-19 4.926435885427669047e-17 6.202534558910231159e-17
4.942576528592215656e-19 5.189513967573618833e-17 6.576101606500642027e-17
4.900336668359488386e-19 5.394300533113863467e-17 6.403601776166161578e-17
4.858477925550389780e-19 5.064147147369796666e-17 6.413069208233534286e-17
4.817069259425123045e-19 5.149609962022608823e-17 6.289857632942991789e-17
4.776033110350901000e-19 5.283191670699409292e-17 6.270248896608418388e-17
4.735437639295216914e-19 5.224582345187412899e-17 6.510414762780204181e-17
4.695242040526088856e-19 5.425536808771496519e-17 6.528414462689406341e-17
4.655477502345530762e-19 5.247765540634991406e-17 6.343669254384557228e-17
4.616068470314347741e-19 5.103063216634795576e-17 6.310430657395210922e-17
4.577046456209619920e-19 5.328541059504343814e-17 6.134878708759557093e-17
4.538442152726931151e-19 5.063536892075952829e-17 6.256310446140850354e-17
4.500216124644462707e-19 5.008134447522042379e-17 6.113387985333078812e-17
4.462364293314469287e-19 5.038071382134428384e-17 6.141617442116831238e-17
4.424848388139617196e-19 4.999576575049910815e-17 5.899680967186409129e-17
4.387767149089980999e-19 4.822737629490227169e-17 5.980375347158207732e-17
4.351013919749840802e-19 4.834856257642654470e-17 5.986530097550212431e-17
4.314619053013067829e-19 4.929488912399227143e-17 5.907891622104200178e-17
4.278578707308020773e-19 4.872615871768849162e-17 5.882087095804682227e-17
4.242922300622160985e-19 5.122309825345015353e-17 6.071237794097770341e-17
4.207579453220163950e-19 5.172950648543809564e-17 6.156356537077833933e-17
4.172612688763206969e-19 4.758269584041331321e-17 5.803789732972422452e-17
4.137952518408753637e-19 4.780950333856593157e-17 6.138072271590783179e-17
4.103660756051025916e-19 4.953166346372739729e-17 5.900821019702727846e-17
4.069701014955448057e-19 5.308481747833662806e-17 6.315154018758548484e-17
4.036069764571737219e-19 4.700455271680523674e-17 6.001120484472530858e-17
4.002763515851033893e-19 5.039933207563063659e-17 5.858130382234523237e-17
3.969778820706628039e-19 4.807096703874317632e-17 6.153893209692539942e-17
3.937080810324101351e-19 5.203788468527028073e-17 6.219423415023505908e-17
3.904729226818014866e-19 4.822882606070078810e-17 5.717257152217749125e-17
3.872720179186572474e-19 4.823509249775566431e-17 5.975472783675921956e-17
3.840988018277195446e-19 4.768750628212810788e-17 5.983961964311588406e-17
3.809560766601390580e-19 4.732260959999036806e-17 5.765781476516206995e-17
3.778435210944154083e-19 4.894279070538597686e-17 5.887768575478128083e-17
3.747608175487046297e-19 4.832526304572619992e-17 5.836560165470720543e-17
3.717076521327347667e-19 4.714004832450545372e-17 5.768874697865531021e-17
3.686837146004026227e-19 4.639687538360047849e-17 5.714857952080840150e-17
3.656886983030386147e-19 5.124903838588981815e-17 5.795143827241261052e-17
3.627223001433329435e-19 4.956275254094353451e-17 5.805256807644118153e-17
3.597871678173564537e-19 4.837589317920126126e-17 5.912322038699839612e-17
3.568770933338799329e-19 4.829053726682012419e-17 5.893925819809074875e-17
3.539947486797629047e-19 4.843517121825429424e-17 5.766296290796501880e-17
3.511398445141093876e-19 4.943994730928156616e-17 6.069060388909010184e-17
3.483120948265601493e-19 4.839445398057696896e-17 5.773917653544276400e-17
3.455112168949658705e-19 4.945921767232442701e-17 5.864029012648770720e-17
3.427369312436527719e-19 4.640520409247697269e-17 5.752278427558811848e-17
3.399889616022695846e-19 4.717373472445047003e-17 5.815882027356156224e-17
3.372670348652087838e-19 4.697675734355137910e-17 5.819353822673711695e-17
3.345708810515930827e-19 4.906014481552013278e-17 5.600636320053828663e-17
3.318974532757577113e-19 4.980597982917319900e-17 5.756430885868323386e-17
3.292520637378534395e-19 4.755433448677657946e-17 5.915457747777974709e-17
3.266316554213580591e-19 5.031583913365912467e-17 6.242402320296862266e-17
3.240332383271210534e-19 5.001437591328183377e-17 6.023554057381127970e-17
3.214620375004431172e-19 4.935148039216980085e-17 6.020882669351939122e-17
3.189123521404985822e-19 4.750596591856981551e-17 5.445419270468981827e-17
3.163893501524926648e-19 4.767819066295922065e-17 5.835040822582940491e-17
3.138873988710380467e-19 4.703387992100891808e-17 5.902732641946572058e-17
3.114089551910680425e-19 4.730974295169560553e-17 5.953627435530592222e-17
3.089537779719911930e-19 5.019766162258514682e-17 5.826067924635057665e-17
3.065216287964249836e-19 4.978480161906404170e-17 5.813405197516697433e-17
3.041122719362828185e-19 4.718970134967461599e-17 5.838047092372223668e-17
3.017228797241378312e-19 4.921074369820336005e-17 5.948968818374662028e-17
2.993584256429682825e-19 4.877492774155437572e-17 5.752293250695706089e-17
2.970160723919758689e-19 4.947987998330056828e-17 6.396456509381481426e-17
2.946930439892027584e-19 4.738489331624407248e-17 5.552645663982297155e-17
2.923916972051964853e-19 4.741382300586338345e-17 5.486665079309651892e-17
2.901118114561154562e-19 5.046634818457818512e-17 5.946740469658549037e-17
2.878531686260791933e-19 4.909061455608756317e-17 5.788604506267989190e-17
2.856155530367377757e-19 4.727197731137454169e-17 5.898266999956728408e-17
2.833987514172537162e-19 5.143200149417110092e-17 5.831712903062872839e-17
2.812000872670360182e-19 4.562334332591855045e-17 5.825400429747846999e-17
2.790242970894158758e-19 4.710957585604399071e-17 5.457448276269794026e-17
2.768662570832519369e-19 4.643177644930354849e-17 5.527406004678680903e-17
2.747282286351043612e-19 4.920686203380070814e-17 5.918565760810489374e-17
2.726100097904933549e-19 4.936417951133337164e-17 5.525416567419496830e-17
2.705114008338434218e-19 4.907012107610388241e-17 5.805672248706650139e-17
2.684298202103070251e-19 4.966961369094859374e-17 5.783293308524668286e-17
2.663674831775566617e-19 4.689491679607027408e-17 5.758553587333820050e-17
2.643265539145540523e-19 5.025751234561161947e-17 5.710817675255244377e-17
2.623021128052825371e-19 5.068742177315475948e-17 5.905634492122875982e-17
2.602940098947014639e-19 4.726089753916899761e-17 5.903746440102089188e-17
2.583067340663618451e-19 4.922701739997670970e-17 6.072391655158958627e-17
2.563377557304454175e-19 4.857212222835156839e-17 5.811341039468346641e-17
2.543845987506350486e-19 5.058030615021537022e-17 6.132131078261694967e-17
2.524494005008130230e-19 4.797022910191910374e-17 5.873989417424257943e-17
2.505319816933650896e-19 5.132771735448872493e-17 5.594023867704691680e-17
2.486299095299596707e-19 4.708920309999648660e-17 5.560325590117321341e-17
2.467475319491710777e-19 4.687053265367427114e-17 5.832619789595657550e-17
2.448801767406398677e-19 4.861923952335598902e-17 5.792894516551679019e-17
2.430299275504776291e-19 5.163964841214810089e-17 5.793506945203855218e-17
2.411944079471286976e-19 4.683387056394497082e-17 5.868438212740759498e-17
2.393778748213679945e-19 5.076725993158992428e-17 5.775231120265972211e-17
2.375757608206874926e-19 5.167562170688717925e-17 5.860208167866172871e-17
2.357901077092944569e-19 5.160356041467983073e-17 6.146612260502091566e-17
2.340207525621823732e-19 5.098000104965883654e-17 5.956580409386539629e-17
2.322653871341397703e-19 4.876569686886695760e-17 5.638378557673318795e-17
2.305281578223966354e-19 5.198340982925050704e-17 6.031671156780060286e-17
2.288046242448639991e-19 4.814748267979335091e-17 6.173073724594021820e-17
2.270946648589118956e-19 5.250423540353682072e-17 5.828163454328463660e-17
2.254023613554193649e-19 4.631590567894576994e-17 5.953880975514201919e-17
2.237233472968715751e-19 5.068918516679681401e-17 5.903514546083196177e-17
2.220595836451192078e-19 4.970647049643963910e-17 6.340152037171690602e-17
2.204109205812916466e-19 5.020125594062710298e-17 5.929729205398585050e-17
2.187751537393273794e-19 5.115228332199226688e-17 5.998782134044726604e-17
2.171542147092420590e-19 4.914173189849056894e-17 6.069495048649256864e-17
2.155479582247801290e-19 5.109697555282021622e-17 6.203146334442177373e-17
2.139562405760039252e-19 5.202974235723344620e-17 6.013709174065183117e-17
2.123769070929227988e-19 4.784600534115117083e-17 5.988436525366255223e-17
2.108118510881806698e-19 5.219647635003565706e-17 6.184414982856588436e-17
2.092589420945466310e-19 5.091950109954187908e-17 6.162682399140047933e-17
2.077220350311960662e-19 4.871802128728745659e-17 6.294486414331966756e-17
2.061970217343479383e-19 4.857987044800018233e-17 5.894577004008764200e-17
2.046837986010025237e-19 4.886863567140612196e-17 5.978489738527280350e-17
2.031861613656496038e-19 4.782234465343281049e-17 6.019787729102925187e-17
2.017000688842064768e-19 5.370386974825625710e-17 6.212092958125916354e-17
2.002254209883618355e-19 5.170765209915495919e-17 6.118638053749466749e-17
1.987659553392812003e-19 5.207207128373471007e-17 6.300714326811855621e-17
1.973176964339301687e-19 5.627854577780206396e-17 5.978223377423428699e-17
1.958824456870253317e-19 5.093833586480819865e-17 6.153531319831415971e-17
1.944581889644544305e-19 4.990989098166672106e-17 6.270600866422109298e-17
1.930467098689075543e-19 5.247921366255755838e-17 6.640911657849395977e-17
1.916478850047932710e-19 5.187606346036301147e-17 6.242241517398331768e-17
1.902597335269791238e-19 5.006963151656681524e-17 6.259562088874784989e-17
1.888840128119468235e-19 5.099954515928819766e-17 6.180841162437136174e-17
1.875206031285944245e-19 4.994127520831130303e-17 5.837336804960042560e-17
1.861675562207463635e-19 4.855903084561429147e-17 6.712126012252492818e-17
1.848266037002345448e-19 5.525834131321963956e-17 6.308464027461856331e-17
1.834976293789410823e-19 5.259372760870632898e-17 6.461149532087286431e-17
1.821787169075969585e-19 5.309077903161548406e-17 6.611596587770931235e-17
1.808715725858070990e-19 5.244212431770079950e-17 6.352468169293978013e-17
1.795760836513823993e-19 5.372301745800287561e-17 6.226337298129270017e-17
1.782903649973362640e-19 5.182555569391408263e-17 6.132623091115461283e-17
1.770143336982744783e-19 4.901371431856941170e-17 6.291134877936465637e-17
1.757514181239893749e-19 5.653315759326772941e-17 6.409975869280529454e-17
1.744978156205649571e-19 5.588171956927083395e-17 6.529829106372402674e-17
